Report Number,Date of Occurrence,city,Crime Code,Crime Description,Victim Age,Victim Gender,Weapon Used,Crime Domain,Case Closed,Date Case Closed,area_location,latitude,longitude
1302,2/24/2020 5:00,Mumbai,421,DOMESTIC VIOLENCE,29,F,Blunt Object,Violent Crime,Yes,19-03-2020 22:00,Andheri,19.1197,72.8468
1304,2/24/2020 7:00,Pune,194,COUNTERFEITING,35,F,Knife,Other Crime,No,,Yerawada,18.5575,73.899
1305,2/24/2020 8:00,Mumbai,248,COUNTERFEITING,21,F,Blunt Object,Other Crime,Yes,15-04-2020 04:00,Andheri,19.1197,72.8468
1307,2/24/2020 10:00,Delhi,532,PUBLIC INTOXICATION,12,M,Firearm,Other Crime,Yes,2/3/2020 17:00,Dwarka,28.5921,77.046
1308,2/24/2020 11:00,Pune,170,FRAUD,55,F,None,Other Crime,Yes,3/5/2020 7:00,Viman Nagar,18.5679,73.9143
1309,2/24/2020 12:00,Pune,253,SHOPLIFTING,71,F,Knife,Other Crime,Yes,8/3/2020 16:00,Kasba Peth,18.5196,73.8574
1310,2/24/2020 13:00,Kolkata,367,VANDALISM,75,F,Poison,Other Crime,No,,Park Street,22.5531,88.3501
1311,2/24/2020 14:00,Mumbai,503,FIREARM OFFENSE,55,F,Other,Fire Accident,Yes,7/5/2020 12:00,Dadar,19.0184,72.8436
1312,2/24/2020 15:00,Jaipur,577,KIDNAPPING,34,M,Blunt Object,Other Crime,No,,Malviya Nagar,26.8497,75.818
1314,2/24/2020 17:00,Mumbai,564,FIREARM OFFENSE,22,M,Knife,Fire Accident,Yes,20-05-2020 09:00,Bandra,19.0606,72.8366
1315,2/24/2020 18:00,Hyderabad,342,COUNTERFEITING,13,M,Other,Other Crime,Yes,23-05-2020 23:00,Gachibowli,17.4448,78.3498
1316,2/24/2020 19:00,Mumbai,404,SEXUAL ASSAULT,24,M,Firearm,Violent Crime,Yes,18-09-2020 17:00,Andheri,19.1197,72.8468
1317,2/24/2020 20:00,Lucknow,304,EXTORTION,12,F,Knife,Other Crime,No,,Hazratganj,26.8508,80.9462
1318,2/24/2020 21:00,Bangalore,101,CYBERCRIME,31,F,Other,Other Crime,Yes,15-05-2020 09:00,Whitefield,12.9698,77.7499
1319,2/24/2020 22:00,Bangalore,207,ARSON,52,F,Explosives,Fire Accident,Yes,1/4/2020 6:00,Whitefield,12.9698,77.7499
1321,2/25/2020 0:00,Pune,307,DOMESTIC VIOLENCE,50,F,Explosives,Violent Crime,Yes,29-03-2020 21:00,Kasba Peth,18.5196,73.8574
1322,2/25/2020 1:00,Bangalore,575,ASSAULT,68,F,Blunt Object,Violent Crime,Yes,16-04-2020 19:00,Whitefield,12.9698,77.7499
1323,2/25/2020 2:00,Delhi,533,FIREARM OFFENSE,67,F,Blunt Object,Fire Accident,Yes,23-05-2020 00:00,Rohini,28.7492,77.0574
1324,2/25/2020 3:00,Hyderabad,318,BURGLARY,46,F,None,Other Crime,No,,Banjara Hills,17.4123,78.4296
1325,2/25/2020 4:00,Delhi,211,ASSAULT,72,M,Firearm,Violent Crime,Yes,2/4/2020 19:00,Dwarka,28.5921,77.046
1328,2/25/2020 7:00,Ahmedabad,531,DOMESTIC VIOLENCE,28,F,Blunt Object,Violent Crime,No,,Maninagar,22.9921,72.6036
1329,2/25/2020 8:00,Pune,181,TRAFFIC VIOLATION,54,M,Knife,Traffic Fatality,Yes,27-02-2020 16:00,Tadiwala Road,18.5193,73.8794
1330,2/25/2020 9:00,Bangalore,136,DOMESTIC VIOLENCE,27,F,Explosives,Violent Crime,No,,Indiranagar,12.9716,77.6408
1333,2/25/2020 12:00,Delhi,107,EXTORTION,28,F,Knife,Other Crime,Yes,28-03-2020 23:00,Saket,28.5206,77.2073
1334,2/25/2020 13:00,Mumbai,273,FIREARM OFFENSE,51,F,Blunt Object,Fire Accident,No,,Andheri,19.1197,72.8468
1335,2/25/2020 14:00,Chennai,241,CYBERCRIME,54,F,Blunt Object,Other Crime,Yes,15-04-2020 00:00,Velachery,12.9784,80.2209
1337,2/25/2020 16:00,Bangalore,301,CYBERCRIME,48,M,Explosives,Other Crime,No,,Indiranagar,12.9716,77.6408
1339,2/25/2020 18:00,Delhi,405,FRAUD,67,M,Firearm,Other Crime,Yes,12/4/2020 9:00,Saket,28.5206,77.2073
1340,2/25/2020 19:00,Chennai,319,ILLEGAL POSSESSION,57,F,Firearm,Other Crime,Yes,15-03-2020 23:00,Velachery,12.9784,80.2209
1341,2/25/2020 20:00,Delhi,595,COUNTERFEITING,52,F,Poison,Other Crime,No,,Dwarka,28.5921,77.046
1342,2/25/2020 21:00,Lucknow,509,SHOPLIFTING,46,F,Other,Other Crime,Yes,18-03-2020 07:00,Hazratganj,26.8508,80.9462
1345,2/26/2020 0:00,Ahmedabad,193,SHOPLIFTING,46,M,Other,Other Crime,Yes,3/4/2020 11:00,Satellite,23.03,72.5171
1346,2/26/2020 1:00,Lucknow,521,KIDNAPPING,52,F,Other,Other Crime,No,,Hazratganj,26.8508,80.9462
1348,2/26/2020 3:00,Hyderabad,435,KIDNAPPING,17,M,None,Other Crime,No,,Begumpet,17.444,78.4637
1349,2/26/2020 4:00,Ahmedabad,162,PUBLIC INTOXICATION,20,F,Knife,Other Crime,Yes,27-02-2020 23:00,Satellite,23.03,72.5171
1350,2/26/2020 5:00,Kolkata,543,BURGLARY,65,F,Poison,Other Crime,Yes,14-08-2020 11:00,Park Street,22.5531,88.3501
1351,2/26/2020 6:00,Mumbai,413,CYBERCRIME,33,F,Firearm,Other Crime,No,,Dadar,19.0184,72.8436
1352,2/26/2020 7:00,Ahmedabad,134,CYBERCRIME,35,F,Other,Other Crime,Yes,7/3/2020 6:00,Satellite,23.03,72.5171
1353,2/26/2020 8:00,Hyderabad,598,CYBERCRIME,39,F,Other,Other Crime,No,,Banjara Hills,17.4123,78.4296
1355,2/26/2020 10:00,Delhi,328,SEXUAL ASSAULT,75,F,Poison,Violent Crime,No,,Rohini,28.7492,77.0574
1357,2/26/2020 12:00,Delhi,167,PUBLIC INTOXICATION,26,F,Other,Other Crime,Yes,27-03-2020 21:00,Rohini,28.7492,77.0574
1358,2/26/2020 13:00,Pune,418,DOMESTIC VIOLENCE,58,F,Poison,Violent Crime,No,,Hadapsar,18.4967,73.9347
1359,2/26/2020 14:00,Bangalore,125,ASSAULT,29,F,Firearm,Violent Crime,No,,Whitefield,12.9698,77.7499
1363,2/26/2020 18:00,Jaipur,186,SHOPLIFTING,29,F,Other,Other Crime,No,,Vaishali Nagar,26.9196,75.7395
1364,2/26/2020 19:00,Mumbai,437,ASSAULT,21,F,Poison,Violent Crime,Yes,16-04-2020 12:00,Bandra,19.0606,72.8366
1365,2/26/2020 20:00,Bangalore,298,PUBLIC INTOXICATION,26,F,Poison,Other Crime,No,,Koramangala,12.9352,77.6142
1366,2/26/2020 21:00,Lucknow,207,DRUG OFFENSE,79,F,Poison,Other Crime,Yes,21-03-2020 22:00,Alambagh,26.7923,80.8899
1367,2/26/2020 22:00,Mumbai,360,SEXUAL ASSAULT,36,M,Firearm,Violent Crime,No,,Dadar,19.0184,72.8436
1368,2/26/2020 23:00,Bangalore,128,SEXUAL ASSAULT,37,F,Other,Violent Crime,No,,Koramangala,12.9352,77.6142
1369,2/27/2020 0:00,Hyderabad,243,ILLEGAL POSSESSION,53,F,Knife,Other Crime,Yes,14-04-2020 01:00,Begumpet,17.444,78.4637
1371,2/27/2020 2:00,Delhi,262,EXTORTION,55,F,None,Other Crime,No,,Rohini,28.7492,77.0574
1372,2/27/2020 3:00,Kolkata,230,DOMESTIC VIOLENCE,40,F,Blunt Object,Violent Crime,No,,Salt Lake,22.5867,88.417
1373,2/27/2020 4:00,Mumbai,436,ARSON,63,M,Poison,Fire Accident,Yes,1/4/2020 3:00,Bandra,19.0606,72.8366
1374,2/27/2020 5:00,Pune,587,ARSON,45,F,Explosives,Fire Accident,No,,Tadiwala Road,18.5193,73.8794
1375,2/27/2020 6:00,Mumbai,516,KIDNAPPING,49,M,Firearm,Other Crime,Yes,27-04-2020 11:00,Andheri,19.1197,72.8468
1376,2/27/2020 7:00,Mumbai,232,FRAUD,43,F,Other,Other Crime,Yes,7/5/2020 23:00,Bandra,19.0606,72.8366
1377,2/27/2020 8:00,Bangalore,357,ARSON,75,F,Explosives,Fire Accident,Yes,13-04-2020 05:00,Indiranagar,12.9716,77.6408
1378,2/27/2020 9:00,Hyderabad,374,ROBBERY,28,F,None,Violent Crime,No,,Banjara Hills,17.4123,78.4296
1379,2/27/2020 10:00,Jaipur,307,VANDALISM,49,F,Poison,Other Crime,No,,Mansarovar,26.8554,75.7705
1380,2/27/2020 11:00,Mumbai,327,IDENTITY THEFT,63,F,Firearm,Violent Crime,Yes,24-04-2020 16:00,Andheri,19.1197,72.8468
1381,2/27/2020 12:00,Mumbai,225,KIDNAPPING,68,F,Blunt Object,Other Crime,Yes,14-04-2020 18:00,Dadar,19.0184,72.8436
1382,2/27/2020 13:00,Ahmedabad,582,BURGLARY,53,F,None,Other Crime,Yes,29-03-2020 14:00,Navrangpura,23.0422,72.5551
1384,2/27/2020 15:00,Kolkata,272,ARSON,33,F,Explosives,Fire Accident,Yes,11/3/2020 7:00,Behala,22.501,88.3141
1385,2/27/2020 16:00,Lucknow,208,ARSON,17,M,Poison,Fire Accident,Yes,23-03-2020 19:00,Gomti Nagar,26.8467,81
1387,2/27/2020 18:00,Kolkata,140,ARSON,35,M,Poison,Fire Accident,Yes,24-05-2020 20:00,Park Street,22.5531,88.3501
1388,2/27/2020 19:00,Hyderabad,202,ARSON,11,F,Knife,Fire Accident,Yes,20-05-2020 03:00,Gachibowli,17.4448,78.3498
1390,2/27/2020 21:00,Ahmedabad,122,COUNTERFEITING,71,F,None,Other Crime,No,,Satellite,23.03,72.5171
1391,2/27/2020 22:00,Kolkata,569,BURGLARY,30,F,Explosives,Other Crime,No,,Behala,22.501,88.3141
1392,2/27/2020 23:00,Mumbai,132,SEXUAL ASSAULT,18,F,Poison,Violent Crime,No,,Bandra,19.0606,72.8366
1394,2/28/2020 1:00,Ahmedabad,102,EXTORTION,20,M,Firearm,Other Crime,Yes,30-04-2020 13:00,Maninagar,22.9921,72.6036
1396,2/28/2020 3:00,Bangalore,414,EXTORTION,36,F,Knife,Other Crime,Yes,26-05-2020 22:00,Indiranagar,12.9716,77.6408
1397,2/28/2020 4:00,Mumbai,513,FIREARM OFFENSE,55,M,Poison,Fire Accident,No,,Andheri,19.1197,72.8468
1398,2/28/2020 5:00,Ahmedabad,540,HOMICIDE,61,F,Knife,Other Crime,Yes,5/4/2021 2:00,Navrangpura,23.0422,72.5551
1399,2/28/2020 6:00,Bangalore,194,ASSAULT,46,F,None,Violent Crime,Yes,27-03-2020 02:00,Whitefield,12.9698,77.7499
1400,2/28/2020 7:00,Ahmedabad,445,SHOPLIFTING,37,F,Other,Other Crime,Yes,27-03-2020 04:00,Navrangpura,23.0422,72.5551
1401,2/28/2020 8:00,Bangalore,387,SHOPLIFTING,13,F,Explosives,Other Crime,Yes,16-03-2020 20:00,Whitefield,12.9698,77.7499
1404,2/28/2020 11:00,Pune,306,EXTORTION,61,F,Other,Other Crime,No,,Koregaon Park,18.5362,73.8938
1406,2/28/2020 13:00,Mumbai,188,CYBERCRIME,21,F,Other,Other Crime,No,,Andheri,19.1197,72.8468
1407,2/28/2020 14:00,Hyderabad,438,BURGLARY,55,F,Poison,Other Crime,Yes,30-06-2020 04:00,Banjara Hills,17.4123,78.4296
1408,2/28/2020 15:00,Pune,299,FIREARM OFFENSE,61,F,Firearm,Fire Accident,Yes,20-04-2020 00:00,Hadapsar,18.4967,73.9347
1409,2/28/2020 16:00,Delhi,365,EXTORTION,61,M,Explosives,Other Crime,No,,Rohini,28.7492,77.0574
1410,2/28/2020 17:00,Kolkata,229,IDENTITY THEFT,49,F,None,Violent Crime,Yes,12/4/2020 13:00,Behala,22.501,88.3141
1414,2/28/2020 21:00,Chennai,493,BURGLARY,37,F,Other,Other Crime,Yes,8/5/2020 19:00,Velachery,12.9784,80.2209
1416,2/28/2020 23:00,Bangalore,133,FIREARM OFFENSE,36,M,Other,Fire Accident,No,,Koramangala,12.9352,77.6142
1417,2/29/2020 0:00,Ahmedabad,558,EXTORTION,27,M,Poison,Other Crime,No,,Navrangpura,23.0422,72.5551
1418,2/29/2020 1:00,Pune,124,VEHICLE - STOLEN,43,F,Other,Violent Crime,Yes,11/4/2020 0:00,Kondhwa,18.4575,73.8901
1420,2/29/2020 3:00,Mumbai,129,HOMICIDE,76,F,Explosives,Other Crime,No,,Dadar,19.0184,72.8436
1421,2/29/2020 4:00,Hyderabad,406,DRUG OFFENSE,61,F,None,Other Crime,No,,Banjara Hills,17.4123,78.4296
1422,2/29/2020 5:00,Ahmedabad,500,EXTORTION,69,M,Firearm,Other Crime,Yes,18-05-2020 10:00,Navrangpura,23.0422,72.5551
1423,2/29/2020 6:00,Mumbai,515,IDENTITY THEFT,74,F,Explosives,Violent Crime,Yes,20-04-2020 22:00,Bandra,19.0606,72.8366
1425,2/29/2020 8:00,Hyderabad,169,IDENTITY THEFT,27,M,Other,Violent Crime,Yes,24-03-2020 07:00,Banjara Hills,17.4123,78.4296
1427,2/29/2020 10:00,Bangalore,150,SHOPLIFTING,72,F,Other,Other Crime,Yes,23-05-2020 18:00,Koramangala,12.9352,77.6142
1429,2/29/2020 12:00,Hyderabad,464,ILLEGAL POSSESSION,55,F,Explosives,Other Crime,Yes,12/4/2020 23:00,Banjara Hills,17.4123,78.4296
1430,2/29/2020 13:00,Delhi,337,VANDALISM,34,F,Explosives,Other Crime,No,,Dwarka,28.5921,77.046
1431,2/29/2020 14:00,Chennai,486,ASSAULT,27,F,Other,Violent Crime,Yes,14-05-2020 09:00,Velachery,12.9784,80.2209
1433,2/29/2020 16:00,Mumbai,582,SEXUAL ASSAULT,57,F,None,Violent Crime,No,,Bandra,19.0606,72.8366
1434,2/29/2020 17:00,Kolkata,281,SHOPLIFTING,65,M,Explosives,Other Crime,Yes,31-05-2020 01:00,Park Street,22.5531,88.3501
1435,2/29/2020 18:00,Delhi,588,HOMICIDE,12,F,Poison,Other Crime,Yes,2/8/2021 1:00,Dwarka,28.5921,77.046
1437,2/29/2020 20:00,Mumbai,491,VEHICLE - STOLEN,38,F,Other,Violent Crime,Yes,27-03-2020 15:00,Andheri,19.1197,72.8468
1438,2/29/2020 21:00,Bangalore,537,BURGLARY,62,M,Poison,Other Crime,Yes,3/4/2020 1:00,Whitefield,12.9698,77.7499
1439,2/29/2020 22:00,Bangalore,170,PUBLIC INTOXICATION,36,M,Firearm,Other Crime,Yes,21-03-2020 13:00,Indiranagar,12.9716,77.6408
1440,2/29/2020 23:00,Bangalore,188,EXTORTION,50,F,Other,Other Crime,Yes,12/3/2020 4:00,Whitefield,12.9698,77.7499
1442,3/1/2020 1:00,Ahmedabad,336,VANDALISM,45,F,Poison,Other Crime,No,,Navrangpura,23.0422,72.5551
1443,3/1/2020 2:00,Mumbai,468,KIDNAPPING,15,F,Other,Other Crime,No,,Dadar,19.0184,72.8436
1445,3/1/2020 4:00,Delhi,586,ROBBERY,19,F,Other,Violent Crime,No,,Saket,28.5206,77.2073
1446,3/1/2020 5:00,Hyderabad,205,PUBLIC INTOXICATION,75,F,None,Other Crime,No,,Begumpet,17.444,78.4637
1447,3/1/2020 6:00,Ahmedabad,185,BURGLARY,19,F,None,Other Crime,No,,Navrangpura,23.0422,72.5551
1448,3/1/2020 7:00,Hyderabad,399,KIDNAPPING,33,F,Blunt Object,Other Crime,Yes,11/4/2020 1:00,Banjara Hills,17.4123,78.4296
1451,3/1/2020 10:00,Hyderabad,147,HOMICIDE,27,F,Knife,Other Crime,Yes,18-01-2022 03:00,Banjara Hills,17.4123,78.4296
1452,3/1/2020 11:00,Hyderabad,168,VEHICLE - STOLEN,49,F,None,Violent Crime,Yes,28-05-2020 18:00,Banjara Hills,17.4123,78.4296
1453,3/1/2020 12:00,Kolkata,153,VEHICLE - STOLEN,24,F,Explosives,Violent Crime,No,,Salt Lake,22.5867,88.417
1454,3/1/2020 13:00,Mumbai,151,CYBERCRIME,21,F,Blunt Object,Other Crime,No,,Dadar,19.0184,72.8436
1455,3/1/2020 14:00,Hyderabad,479,VEHICLE - STOLEN,52,F,Poison,Violent Crime,No,,Banjara Hills,17.4123,78.4296
1456,3/1/2020 15:00,Jaipur,120,KIDNAPPING,78,F,Knife,Other Crime,Yes,21-03-2020 16:00,Mansarovar,26.8554,75.7705
1457,3/1/2020 16:00,Jaipur,554,ARSON,11,F,Poison,Fire Accident,No,,Vaishali Nagar,26.9196,75.7395
1458,3/1/2020 17:00,Jaipur,403,VEHICLE - STOLEN,78,F,Poison,Violent Crime,No,,Vaishali Nagar,26.9196,75.7395
1460,3/1/2020 19:00,Pune,243,KIDNAPPING,21,F,None,Other Crime,No,,Kalyani Nagar,18.5485,73.9028
1461,3/1/2020 20:00,Jaipur,427,ASSAULT,45,F,Explosives,Violent Crime,No,,Mansarovar,26.8554,75.7705
1462,3/1/2020 21:00,Hyderabad,205,COUNTERFEITING,68,M,None,Other Crime,No,,Begumpet,17.444,78.4637
1465,3/2/2020 0:00,Bangalore,225,CYBERCRIME,48,F,Knife,Other Crime,No,,Whitefield,12.9698,77.7499
1466,3/2/2020 1:00,Mumbai,471,IDENTITY THEFT,30,F,None,Violent Crime,No,,Bandra,19.0606,72.8366
1468,3/2/2020 3:00,Pune,292,IDENTITY THEFT,70,F,Blunt Object,Violent Crime,No,,Kothrud,18.5096,73.8077
1469,3/2/2020 4:00,Mumbai,260,EXTORTION,36,F,Poison,Other Crime,Yes,8/5/2020 5:00,Andheri,19.1197,72.8468
1470,3/2/2020 5:00,Hyderabad,376,ROBBERY,29,F,Firearm,Violent Crime,Yes,3/7/2020 11:00,Banjara Hills,17.4123,78.4296
1472,3/2/2020 7:00,Delhi,420,VANDALISM,22,M,None,Other Crime,Yes,3/4/2020 14:00,Dwarka,28.5921,77.046
1473,3/2/2020 8:00,Kolkata,249,FRAUD,64,F,Blunt Object,Other Crime,No,,Salt Lake,22.5867,88.417
1474,3/2/2020 9:00,Hyderabad,507,DOMESTIC VIOLENCE,66,F,Poison,Violent Crime,No,,Banjara Hills,17.4123,78.4296
1475,3/2/2020 10:00,Chennai,303,ROBBERY,77,F,None,Violent Crime,No,,Adyar,13.0067,80.257
1476,3/2/2020 11:00,Delhi,526,ASSAULT,16,F,Knife,Violent Crime,Yes,24-03-2020 21:00,Saket,28.5206,77.2073
1477,3/2/2020 12:00,Jaipur,533,KIDNAPPING,27,F,Firearm,Other Crime,Yes,10/5/2020 22:00,Vaishali Nagar,26.9196,75.7395
1479,3/2/2020 14:00,Kolkata,289,IDENTITY THEFT,73,M,None,Violent Crime,No,,Park Street,22.5531,88.3501
1480,3/2/2020 15:00,Mumbai,160,ARSON,19,F,Explosives,Fire Accident,Yes,24-03-2020 12:00,Andheri,19.1197,72.8468
1481,3/2/2020 16:00,Mumbai,338,ASSAULT,35,F,Poison,Violent Crime,No,,Dadar,19.0184,72.8436
1485,3/2/2020 20:00,Delhi,383,DOMESTIC VIOLENCE,54,F,Firearm,Violent Crime,Yes,22-05-2020 05:00,Saket,28.5206,77.2073
1486,3/2/2020 21:00,Hyderabad,284,FRAUD,29,F,Knife,Other Crime,Yes,28-03-2020 05:00,Banjara Hills,17.4123,78.4296
1487,3/2/2020 22:00,Delhi,258,DOMESTIC VIOLENCE,53,F,Blunt Object,Violent Crime,Yes,26-03-2020 19:00,Saket,28.5206,77.2073
1488,3/2/2020 23:00,Jaipur,578,PUBLIC INTOXICATION,73,F,Other,Other Crime,No,,Mansarovar,26.8554,75.7705
1490,3/3/2020 1:00,Delhi,250,CYBERCRIME,11,F,Firearm,Other Crime,Yes,3/4/2020 10:00,Rohini,28.7492,77.0574
1491,3/3/2020 2:00,Bangalore,287,ASSAULT,39,F,Explosives,Violent Crime,No,,Koramangala,12.9352,77.6142
1492,3/3/2020 3:00,Bangalore,276,PUBLIC INTOXICATION,76,F,Knife,Other Crime,Yes,11/3/2020 9:00,Whitefield,12.9698,77.7499
1493,3/3/2020 4:00,Hyderabad,523,DOMESTIC VIOLENCE,63,F,Poison,Violent Crime,No,,Gachibowli,17.4448,78.3498
1496,3/3/2020 7:00,Chennai,356,ILLEGAL POSSESSION,77,F,None,Other Crime,No,,Velachery,12.9784,80.2209
1497,3/3/2020 8:00,Hyderabad,324,SEXUAL ASSAULT,11,F,Firearm,Violent Crime,Yes,24-10-2020 20:00,Begumpet,17.444,78.4637
1498,3/3/2020 9:00,Delhi,168,FIREARM OFFENSE,33,M,Firearm,Fire Accident,Yes,11/3/2020 6:00,Saket,28.5206,77.2073
1499,3/3/2020 10:00,Hyderabad,206,ILLEGAL POSSESSION,32,F,Other,Other Crime,Yes,25-04-2020 16:00,Banjara Hills,17.4123,78.4296
1500,3/3/2020 11:00,Bangalore,549,DOMESTIC VIOLENCE,24,F,Blunt Object,Violent Crime,Yes,9/5/2020 14:00,Koramangala,12.9352,77.6142
1501,3/3/2020 12:00,Chennai,544,ASSAULT,33,M,Poison,Violent Crime,Yes,28-04-2020 10:00,Velachery,12.9784,80.2209
1505,3/3/2020 16:00,Ahmedabad,404,ILLEGAL POSSESSION,36,F,Blunt Object,Other Crime,Yes,25-03-2020 11:00,Navrangpura,23.0422,72.5551
1506,3/3/2020 17:00,Mumbai,130,SEXUAL ASSAULT,21,M,None,Violent Crime,No,,Bandra,19.0606,72.8366
1507,3/3/2020 18:00,Delhi,218,VEHICLE - STOLEN,56,F,Knife,Violent Crime,No,,Dwarka,28.5921,77.046
1509,3/3/2020 20:00,Mumbai,450,DRUG OFFENSE,46,F,Explosives,Other Crime,No,,Bandra,19.0606,72.8366
1514,3/4/2020 1:00,Chennai,335,TRAFFIC VIOLATION,50,F,Poison,Traffic Fatality,No,,Adyar,13.0067,80.257
1516,3/4/2020 3:00,Jaipur,481,DOMESTIC VIOLENCE,10,F,Firearm,Violent Crime,No,,Vaishali Nagar,26.9196,75.7395
1517,3/4/2020 4:00,Pune,273,COUNTERFEITING,19,M,Explosives,Other Crime,No,,Kasba Peth,18.5196,73.8574
1518,3/4/2020 5:00,Kolkata,347,VANDALISM,79,F,Knife,Other Crime,No,,Park Street,22.5531,88.3501
1520,3/4/2020 7:00,Pune,280,COUNTERFEITING,24,M,Firearm,Other Crime,Yes,3/4/2020 19:00,Viman Nagar,18.5679,73.9143
1521,3/4/2020 8:00,Delhi,456,ARSON,23,M,Other,Fire Accident,Yes,17-05-2020 01:00,Dwarka,28.5921,77.046
1522,3/4/2020 9:00,Hyderabad,242,IDENTITY THEFT,37,F,Explosives,Violent Crime,Yes,5/4/2020 16:00,Gachibowli,17.4448,78.3498
1523,3/4/2020 10:00,Delhi,120,BURGLARY,42,F,Poison,Other Crime,Yes,5/6/2020 2:00,Dwarka,28.5921,77.046
1525,3/4/2020 12:00,Delhi,168,COUNTERFEITING,69,M,Firearm,Other Crime,Yes,15-03-2020 22:00,Saket,28.5206,77.2073
1527,3/4/2020 14:00,Pune,332,FRAUD,40,M,Knife,Other Crime,No,,Kalyani Nagar,18.5485,73.9028
1528,3/4/2020 15:00,Delhi,471,DOMESTIC VIOLENCE,59,F,Explosives,Violent Crime,No,,Rohini,28.7492,77.0574
1529,3/4/2020 16:00,Mumbai,378,ROBBERY,14,M,Blunt Object,Violent Crime,Yes,25-05-2020 16:00,Andheri,19.1197,72.8468
1530,3/4/2020 17:00,Delhi,172,VANDALISM,61,M,Firearm,Other Crime,Yes,20-03-2020 19:00,Dwarka,28.5921,77.046
1531,3/4/2020 18:00,Delhi,130,VEHICLE - STOLEN,39,F,Explosives,Violent Crime,Yes,14-04-2020 14:00,Rohini,28.7492,77.0574
1532,3/4/2020 19:00,Mumbai,532,BURGLARY,60,F,Knife,Other Crime,Yes,14-07-2020 07:00,Dadar,19.0184,72.8436
1533,3/4/2020 20:00,Hyderabad,417,PUBLIC INTOXICATION,53,M,Explosives,Other Crime,No,,Begumpet,17.444,78.4637
1534,3/4/2020 21:00,Mumbai,350,PUBLIC INTOXICATION,62,F,Blunt Object,Other Crime,Yes,10/3/2020 3:00,Bandra,19.0606,72.8366
1535,3/4/2020 22:00,Chennai,426,TRAFFIC VIOLATION,55,F,Explosives,Traffic Fatality,Yes,7/3/2020 4:00,Adyar,13.0067,80.257
1536,3/4/2020 23:00,Kolkata,279,ROBBERY,51,F,Knife,Violent Crime,Yes,13-06-2020 16:00,Behala,22.501,88.3141
1538,3/5/2020 1:00,Kolkata,186,KIDNAPPING,18,M,Explosives,Other Crime,No,,Behala,22.501,88.3141
1540,3/5/2020 3:00,Hyderabad,380,SHOPLIFTING,42,F,None,Other Crime,Yes,13-05-2020 03:00,Gachibowli,17.4448,78.3498
1541,3/5/2020 4:00,Pune,186,ROBBERY,72,F,Knife,Violent Crime,Yes,7/7/2020 22:00,Koregaon Park,18.5362,73.8938
1542,3/5/2020 5:00,Delhi,201,COUNTERFEITING,35,M,None,Other Crime,No,,Dwarka,28.5921,77.046
1543,3/5/2020 6:00,Delhi,215,KIDNAPPING,21,M,Firearm,Other Crime,Yes,15-04-2020 19:00,Rohini,28.7492,77.0574
1544,3/5/2020 7:00,Kolkata,433,PUBLIC INTOXICATION,25,F,Other,Other Crime,Yes,18-03-2020 14:00,Salt Lake,22.5867,88.417
1545,3/5/2020 8:00,Bangalore,530,DOMESTIC VIOLENCE,79,F,Firearm,Violent Crime,No,,Whitefield,12.9698,77.7499
1548,3/5/2020 11:00,Hyderabad,341,VEHICLE - STOLEN,63,M,Poison,Violent Crime,No,,Banjara Hills,17.4123,78.4296
1550,3/5/2020 13:00,Hyderabad,383,FIREARM OFFENSE,15,F,Poison,Fire Accident,Yes,4/5/2020 6:00,Gachibowli,17.4448,78.3498
1551,3/5/2020 14:00,Lucknow,276,IDENTITY THEFT,17,M,Explosives,Violent Crime,Yes,22-05-2020 00:00,Hazratganj,26.8508,80.9462
1552,3/5/2020 15:00,Delhi,579,DRUG OFFENSE,48,F,Firearm,Other Crime,Yes,23-03-2020 13:00,Dwarka,28.5921,77.046
1553,3/5/2020 16:00,Bangalore,418,ARSON,60,F,Explosives,Fire Accident,Yes,6/5/2020 4:00,Whitefield,12.9698,77.7499
1554,3/5/2020 17:00,Delhi,332,ROBBERY,71,F,None,Violent Crime,Yes,11/5/2020 18:00,Rohini,28.7492,77.0574
1555,3/5/2020 18:00,Hyderabad,426,DRUG OFFENSE,15,M,Knife,Other Crime,No,,Begumpet,17.444,78.4637
1556,3/5/2020 19:00,Bangalore,581,ASSAULT,30,M,Explosives,Violent Crime,No,,Indiranagar,12.9716,77.6408
1557,3/5/2020 20:00,Delhi,281,ASSAULT,64,M,Knife,Violent Crime,No,,Rohini,28.7492,77.0574
1559,3/5/2020 22:00,Chennai,327,COUNTERFEITING,19,F,Knife,Other Crime,No,,Adyar,13.0067,80.257
1560,3/5/2020 23:00,Chennai,208,DRUG OFFENSE,29,F,Poison,Other Crime,No,,Adyar,13.0067,80.257
1563,3/6/2020 2:00,Delhi,501,IDENTITY THEFT,75,M,Other,Violent Crime,Yes,16-03-2020 00:00,Dwarka,28.5921,77.046
1564,3/6/2020 3:00,Ahmedabad,317,SEXUAL ASSAULT,63,F,Blunt Object,Violent Crime,No,,Navrangpura,23.0422,72.5551
1565,3/6/2020 4:00,Ahmedabad,226,HOMICIDE,26,M,Firearm,Other Crime,No,,Satellite,23.03,72.5171
1567,3/6/2020 6:00,Kolkata,358,ARSON,25,F,Firearm,Fire Accident,Yes,3/5/2020 17:00,Behala,22.501,88.3141
1568,3/6/2020 7:00,Bangalore,405,SEXUAL ASSAULT,54,M,Other,Violent Crime,No,,Whitefield,12.9698,77.7499
