city,area,latitude,longitude,risk_level,crime_description
Bangalore,Koramangala,12.9352,77.6142,Low,BURGLARY
Jaipur,Mansarovar,26.8554,75.7705,Medium,DRUG OFFENSE
Kolkata,Park Street,22.5531,88.3501,Low,VEHICLE - STOLEN
Mumbai,Andheri,19.1197,72.8468,High,HOMICIDE
Hyderabad,Begumpet,17.444,78.4637,Low,BURGLARY
Jaipur,Malviya Nagar,26.8497,75.818,Low,VEHICLE - STOLEN
Mumbai,Bandra,19.0606,72.8366,Medium,ILLEGAL POSSESSION
Mumbai,Dadar,19.0184,72.8436,Low,CYBERCRIME
Ahmedabad,Navrangpura,23.0422,72.5551,Low,BURGLARY
Mumbai,Andheri,19.1197,72.8468,High,DOMESTIC VIOLENCE
Pune,Hadapsar,18.4967,73.9347,High,SHOPLIFTING
Hyderabad,Banjara Hills,17.4123,78.4296,Low,ROBBERY
Hyderabad,Banjara Hills,17.4123,78.4296,High,KIDNAPPING
Delhi,Rohini,28.7492,77.0574,Low,PUBLIC INTOXICATION
Lucknow,Gomti Nagar,26.8467,81.0,Low,TRAFFIC VIOLATION
Pune,Yerawada,18.5575,73.899,High,CYBERCRIME
Delhi,Rohini,28.7492,77.0574,High,SEXUAL ASSAULT
Ahmedabad,Maninagar,22.9921,72.6036,Low,ROBBERY
Mumbai,Dadar,19.0184,72.8436,Low,FRAUD
Hyderabad,Gachibowli,17.4448,78.3498,Medium,DRUG OFFENSE
Lucknow,Alambagh,26.7923,80.8899,High,COUNTERFEITING
Hyderabad,Begumpet,17.444,78.4637,Low,BURGLARY
Ahmedabad,Navrangpura,23.0422,72.5551,Low,VEHICLE - STOLEN
Mumbai,Andheri,19.1197,72.8468,Medium,DRUG OFFENSE
Delhi,Rohini,28.7492,77.0574,Low,FRAUD
Mumbai,Bandra,19.0606,72.8366,Medium,ASSAULT
Pune,Kondhwa,18.4575,73.8901,Low,FRAUD
Delhi,Dwarka,28.5921,77.046,Low,HOMICIDE
Mumbai,Dadar,19.0184,72.8436,Low,ROBBERY
Delhi,Saket,28.5206,77.2073,High,HOMICIDE
Delhi,Dwarka,28.5921,77.046,Low,TRAFFIC VIOLATION
Chennai,Velachery,12.9784,80.2209,High,SEXUAL ASSAULT
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,IDENTITY THEFT
Bangalore,Whitefield,12.9698,77.7499,Low,PUBLIC INTOXICATION
Lucknow,Alambagh,26.7923,80.8899,Low,IDENTITY THEFT
Delhi,Saket,28.5206,77.2073,Low,SHOPLIFTING
Delhi,Saket,28.5206,77.2073,Medium,EXTORTION
Chennai,T. Nagar,13.042,80.2337,Medium,EXTORTION
Delhi,Dwarka,28.5921,77.046,Medium,FIREARM OFFENSE
Kolkata,Park Street,22.5531,88.3501,Low,TRAFFIC VIOLATION
Delhi,Rohini,28.7492,77.0574,Low,VEHICLE - STOLEN
Jaipur,Malviya Nagar,26.8497,75.818,High,CYBERCRIME
Delhi,Rohini,28.7492,77.0574,Low,VEHICLE - STOLEN
Delhi,Saket,28.5206,77.2073,Medium,ILLEGAL POSSESSION
Delhi,Dwarka,28.5921,77.046,Low,COUNTERFEITING
Hyderabad,Begumpet,17.444,78.4637,Medium,DRUG OFFENSE
Hyderabad,Gachibowli,17.4448,78.3498,High,SHOPLIFTING
Delhi,Rohini,28.7492,77.0574,Low,FRAUD
Delhi,Saket,28.5206,77.2073,High,KIDNAPPING
Delhi,Saket,28.5206,77.2073,Low,VANDALISM
Delhi,Saket,28.5206,77.2073,Low,TRAFFIC VIOLATION
Pune,Tadiwala Road,18.5193,73.8794,Low,BURGLARY
Mumbai,Bandra,19.0606,72.8366,Low,ARSON
Bangalore,Koramangala,12.9352,77.6142,Medium,ILLEGAL POSSESSION
Jaipur,Malviya Nagar,26.8497,75.818,Medium,PUBLIC INTOXICATION
Chennai,Adyar,13.0067,80.257,High,COUNTERFEITING
Delhi,Rohini,28.7492,77.0574,Low,ARSON
Kolkata,Salt Lake,22.5867,88.417,Low,BURGLARY
Delhi,Dwarka,28.5921,77.046,Low,SHOPLIFTING
Pune,Kalyani Nagar,18.5485,73.9028,Low,COUNTERFEITING
Bangalore,Whitefield,12.9698,77.7499,High,SEXUAL ASSAULT
Ahmedabad,Satellite,23.03,72.5171,Low,TRAFFIC VIOLATION
Kolkata,Behala,22.501,88.3141,Medium,DRUG OFFENSE
Delhi,Rohini,28.7492,77.0574,Low,BURGLARY
Mumbai,Andheri,19.1197,72.8468,Low,SHOPLIFTING
Delhi,Dwarka,28.5921,77.046,Low,CYBERCRIME
Delhi,Rohini,28.7492,77.0574,Low,HOMICIDE
Mumbai,Dadar,19.0184,72.8436,High,SHOPLIFTING
Kolkata,Park Street,22.5531,88.3501,Low,TRAFFIC VIOLATION
Bangalore,Indiranagar,12.9716,77.6408,Low,VANDALISM
Mumbai,Dadar,19.0184,72.8436,Low,BURGLARY
Mumbai,Dadar,19.0184,72.8436,High,KIDNAPPING
Delhi,Saket,28.5206,77.2073,Medium,ILLEGAL POSSESSION
Pune,Tadiwala Road,18.5193,73.8794,Low,FRAUD
Pune,Kothrud,18.5096,73.8077,Low,COUNTERFEITING
Delhi,Dwarka,28.5921,77.046,Medium,ASSAULT
Chennai,Adyar,13.0067,80.257,Medium,FIREARM OFFENSE
Mumbai,Bandra,19.0606,72.8366,Low,TRAFFIC VIOLATION
Mumbai,Bandra,19.0606,72.8366,Low,VANDALISM
Pune,Viman Nagar,18.5679,73.9143,Low,BURGLARY
Ahmedabad,Navrangpura,23.0422,72.5551,High,KIDNAPPING
Chennai,Velachery,12.9784,80.2209,Low,PUBLIC INTOXICATION
Kolkata,Salt Lake,22.5867,88.417,Low,VEHICLE - STOLEN
Pune,Kondhwa,18.4575,73.8901,Low,VEHICLE - STOLEN
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,FRAUD
Bangalore,Whitefield,12.9698,77.7499,Medium,ILLEGAL POSSESSION
Kolkata,Salt Lake,22.5867,88.417,Medium,PUBLIC INTOXICATION
Bangalore,Whitefield,12.9698,77.7499,Medium,DRUG OFFENSE
Bangalore,Indiranagar,12.9716,77.6408,Low,ARSON
Mumbai,Bandra,19.0606,72.8366,Medium,ROBBERY
Kolkata,Behala,22.501,88.3141,Low,ARSON
Hyderabad,Begumpet,17.444,78.4637,Low,TRAFFIC VIOLATION
Chennai,Velachery,12.9784,80.2209,High,KIDNAPPING
Delhi,Dwarka,28.5921,77.046,Low,DOMESTIC VIOLENCE
Delhi,Saket,28.5206,77.2073,Medium,ILLEGAL POSSESSION
Kolkata,Behala,22.501,88.3141,Low,IDENTITY THEFT
Bangalore,Whitefield,12.9698,77.7499,Medium,ILLEGAL POSSESSION
Hyderabad,Gachibowli,17.4448,78.3498,Low,SHOPLIFTING
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,FIREARM OFFENSE
Mumbai,Andheri,19.1197,72.8468,Medium,ASSAULT
Pune,Kondhwa,18.4575,73.8901,Low,VANDALISM
Kolkata,Park Street,22.5531,88.3501,Medium,FIREARM OFFENSE
Kolkata,Park Street,22.5531,88.3501,Low,SHOPLIFTING
Delhi,Rohini,28.7492,77.0574,Medium,ASSAULT
Hyderabad,Gachibowli,17.4448,78.3498,Low,TRAFFIC VIOLATION
Hyderabad,Begumpet,17.444,78.4637,Low,CYBERCRIME
Mumbai,Dadar,19.0184,72.8436,Low,IDENTITY THEFT
Pune,Budhwar Peth,18.5167,73.855,Medium,FIREARM OFFENSE
Pune,Budhwar Peth,18.5167,73.855,Low,VANDALISM
Bangalore,Indiranagar,12.9716,77.6408,Low,SHOPLIFTING
Hyderabad,Gachibowli,17.4448,78.3498,Low,CYBERCRIME
Mumbai,Dadar,19.0184,72.8436,High,KIDNAPPING
Mumbai,Dadar,19.0184,72.8436,Low,BURGLARY
Pune,Kondhwa,18.4575,73.8901,Medium,FIREARM OFFENSE
Mumbai,Bandra,19.0606,72.8366,Medium,ILLEGAL POSSESSION
Bangalore,Indiranagar,12.9716,77.6408,Medium,ILLEGAL POSSESSION
Chennai,Velachery,12.9784,80.2209,Low,COUNTERFEITING
Pune,Kalyani Nagar,18.5485,73.9028,Medium,ASSAULT
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,TRAFFIC VIOLATION
Bangalore,Whitefield,12.9698,77.7499,Medium,ASSAULT
Mumbai,Dadar,19.0184,72.8436,Medium,ASSAULT
Bangalore,Koramangala,12.9352,77.6142,High,HOMICIDE
Pune,Koregaon Park,18.5362,73.8938,High,HOMICIDE
Delhi,Rohini,28.7492,77.0574,Low,HOMICIDE
Pune,Koregaon Park,18.5362,73.8938,Low,BURGLARY
Delhi,Saket,28.5206,77.2073,High,SEXUAL ASSAULT
Pune,Kondhwa,18.4575,73.8901,Low,IDENTITY THEFT
Pune,Kothrud,18.5096,73.8077,Low,ARSON
Delhi,Saket,28.5206,77.2073,Low,BURGLARY
Kolkata,Behala,22.501,88.3141,Medium,ASSAULT
Lucknow,Alambagh,26.7923,80.8899,Low,ARSON
Delhi,Rohini,28.7492,77.0574,Low,TRAFFIC VIOLATION
Bangalore,Koramangala,12.9352,77.6142,Low,CYBERCRIME
Kolkata,Behala,22.501,88.3141,Low,VEHICLE - STOLEN
Kolkata,Behala,22.501,88.3141,High,KIDNAPPING
Mumbai,Bandra,19.0606,72.8366,Low,TRAFFIC VIOLATION
Kolkata,Park Street,22.5531,88.3501,Low,IDENTITY THEFT
Delhi,Dwarka,28.5921,77.046,Low,FRAUD
Jaipur,Malviya Nagar,26.8497,75.818,High,DOMESTIC VIOLENCE
Lucknow,Gomti Nagar,26.8467,81.0,Low,IDENTITY THEFT
Lucknow,Gomti Nagar,26.8467,81.0,Low,VEHICLE - STOLEN
Chennai,T. Nagar,13.042,80.2337,Medium,DRUG OFFENSE
Delhi,Rohini,28.7492,77.0574,High,SEXUAL ASSAULT
Delhi,Saket,28.5206,77.2073,Low,CYBERCRIME
Pune,Kondhwa,18.4575,73.8901,Medium,DRUG OFFENSE
Delhi,Dwarka,28.5921,77.046,Low,IDENTITY THEFT
Bangalore,Whitefield,12.9698,77.7499,Medium,EXTORTION
Bangalore,Koramangala,12.9352,77.6142,High,KIDNAPPING
Hyderabad,Gachibowli,17.4448,78.3498,Medium,DRUG OFFENSE
Delhi,Dwarka,28.5921,77.046,Low,BURGLARY
Hyderabad,Gachibowli,17.4448,78.3498,Low,VEHICLE - STOLEN
Hyderabad,Gachibowli,17.4448,78.3498,Low,IDENTITY THEFT
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,TRAFFIC VIOLATION
Chennai,T. Nagar,13.042,80.2337,Low,TRAFFIC VIOLATION
Chennai,Adyar,13.0067,80.257,Low,ARSON
Kolkata,Salt Lake,22.5867,88.417,Medium,DRUG OFFENSE
Delhi,Dwarka,28.5921,77.046,Low,VANDALISM
Mumbai,Bandra,19.0606,72.8366,Low,ARSON
Delhi,Dwarka,28.5921,77.046,Low,SHOPLIFTING
Delhi,Rohini,28.7492,77.0574,Low,VEHICLE - STOLEN
Chennai,Velachery,12.9784,80.2209,High,DOMESTIC VIOLENCE
Mumbai,Dadar,19.0184,72.8436,High,HOMICIDE
Bangalore,Indiranagar,12.9716,77.6408,Medium,ILLEGAL POSSESSION
Bangalore,Indiranagar,12.9716,77.6408,Low,IDENTITY THEFT
Delhi,Rohini,28.7492,77.0574,Medium,DRUG OFFENSE
Ahmedabad,Satellite,23.03,72.5171,Low,TRAFFIC VIOLATION
Lucknow,Hazratganj,26.8508,80.9462,High,SEXUAL ASSAULT
Kolkata,Salt Lake,22.5867,88.417,High,SEXUAL ASSAULT
Delhi,Saket,28.5206,77.2073,Low,CYBERCRIME
Delhi,Dwarka,28.5921,77.046,Medium,FIREARM OFFENSE
Chennai,Velachery,12.9784,80.2209,Low,IDENTITY THEFT
Pune,Budhwar Peth,18.5167,73.855,High,COUNTERFEITING
Hyderabad,Banjara Hills,17.4123,78.4296,High,SEXUAL ASSAULT
Bangalore,Whitefield,12.9698,77.7499,Low,PUBLIC INTOXICATION
Jaipur,Mansarovar,26.8554,75.7705,Medium,EXTORTION
Delhi,Saket,28.5206,77.2073,Medium,ASSAULT
Chennai,Velachery,12.9784,80.2209,Medium,ROBBERY
Chennai,Velachery,12.9784,80.2209,High,DOMESTIC VIOLENCE
Ahmedabad,Satellite,23.03,72.5171,Medium,ILLEGAL POSSESSION
Bangalore,Whitefield,12.9698,77.7499,High,HOMICIDE
Chennai,T. Nagar,13.042,80.2337,High,CYBERCRIME
Kolkata,Park Street,22.5531,88.3501,Low,FRAUD
Hyderabad,Gachibowli,17.4448,78.3498,High,HOMICIDE
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,SHOPLIFTING
Hyderabad,Begumpet,17.444,78.4637,Low,IDENTITY THEFT
Hyderabad,Begumpet,17.444,78.4637,Low,FRAUD
Kolkata,Behala,22.501,88.3141,Medium,ILLEGAL POSSESSION
Jaipur,Mansarovar,26.8554,75.7705,Low,ARSON
Kolkata,Behala,22.501,88.3141,Medium,EXTORTION
Hyderabad,Banjara Hills,17.4123,78.4296,Low,VEHICLE - STOLEN
Bangalore,Whitefield,12.9698,77.7499,Medium,EXTORTION
Bangalore,Koramangala,12.9352,77.6142,Medium,ILLEGAL POSSESSION
Ahmedabad,Navrangpura,23.0422,72.5551,Low,TRAFFIC VIOLATION
Kolkata,Salt Lake,22.5867,88.417,Low,ROBBERY
Delhi,Saket,28.5206,77.2073,High,KIDNAPPING
Bangalore,Koramangala,12.9352,77.6142,Low,VANDALISM
Lucknow,Alambagh,26.7923,80.8899,High,KIDNAPPING
Kolkata,Salt Lake,22.5867,88.417,Medium,EXTORTION
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,DOMESTIC VIOLENCE
Mumbai,Andheri,19.1197,72.8468,Medium,ILLEGAL POSSESSION
Lucknow,Gomti Nagar,26.8467,81.0,Low,CYBERCRIME
Chennai,Adyar,13.0067,80.257,Low,ARSON
Delhi,Dwarka,28.5921,77.046,Medium,EXTORTION
Kolkata,Behala,22.501,88.3141,Low,VEHICLE - STOLEN
Bangalore,Koramangala,12.9352,77.6142,Medium,ROBBERY
Delhi,Rohini,28.7492,77.0574,Low,COUNTERFEITING
Kolkata,Behala,22.501,88.3141,Medium,DOMESTIC VIOLENCE
Kolkata,Salt Lake,22.5867,88.417,Low,HOMICIDE
Hyderabad,Banjara Hills,17.4123,78.4296,Low,PUBLIC INTOXICATION
Chennai,Velachery,12.9784,80.2209,Medium,EXTORTION
Delhi,Rohini,28.7492,77.0574,High,KIDNAPPING
Mumbai,Dadar,19.0184,72.8436,Medium,FIREARM OFFENSE
Kolkata,Park Street,22.5531,88.3501,Low,FRAUD
Mumbai,Bandra,19.0606,72.8366,High,HOMICIDE
Delhi,Saket,28.5206,77.2073,Low,DOMESTIC VIOLENCE
Jaipur,Malviya Nagar,26.8497,75.818,High,DOMESTIC VIOLENCE
Chennai,T. Nagar,13.042,80.2337,Medium,FIREARM OFFENSE
Chennai,Adyar,13.0067,80.257,High,HOMICIDE
Delhi,Saket,28.5206,77.2073,Low,BURGLARY
Pune,Kothrud,18.5096,73.8077,Low,ARSON
Pune,Budhwar Peth,18.5167,73.855,Medium,DRUG OFFENSE
Hyderabad,Begumpet,17.444,78.4637,Low,IDENTITY THEFT
Mumbai,Bandra,19.0606,72.8366,Low,FRAUD
Kolkata,Park Street,22.5531,88.3501,Low,VANDALISM
Hyderabad,Begumpet,17.444,78.4637,Medium,ILLEGAL POSSESSION
Jaipur,Malviya Nagar,26.8497,75.818,High,KIDNAPPING
Mumbai,Dadar,19.0184,72.8436,Low,BURGLARY
Kolkata,Park Street,22.5531,88.3501,Medium,ROBBERY
Chennai,T. Nagar,13.042,80.2337,Low,IDENTITY THEFT
Delhi,Rohini,28.7492,77.0574,Low,ROBBERY
Mumbai,Andheri,19.1197,72.8468,High,HOMICIDE
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,DOMESTIC VIOLENCE
Bangalore,Indiranagar,12.9716,77.6408,Low,VANDALISM
Pune,Viman Nagar,18.5679,73.9143,Low,TRAFFIC VIOLATION
Delhi,Rohini,28.7492,77.0574,Low,VANDALISM
Kolkata,Park Street,22.5531,88.3501,High,SEXUAL ASSAULT
Delhi,Saket,28.5206,77.2073,Medium,DRUG OFFENSE
Lucknow,Gomti Nagar,26.8467,81.0,Low,VANDALISM
Kolkata,Behala,22.501,88.3141,Low,BURGLARY
Chennai,Velachery,12.9784,80.2209,Medium,ASSAULT
Hyderabad,Begumpet,17.444,78.4637,Low,VANDALISM
Ahmedabad,Satellite,23.03,72.5171,High,SEXUAL ASSAULT
Bangalore,Indiranagar,12.9716,77.6408,Low,FRAUD
Lucknow,Alambagh,26.7923,80.8899,Low,TRAFFIC VIOLATION
Ahmedabad,Satellite,23.03,72.5171,Low,FRAUD
Bangalore,Koramangala,12.9352,77.6142,High,SEXUAL ASSAULT
Delhi,Dwarka,28.5921,77.046,Low,IDENTITY THEFT
Delhi,Saket,28.5206,77.2073,Low,SHOPLIFTING
Kolkata,Salt Lake,22.5867,88.417,Low,VEHICLE - STOLEN
Mumbai,Dadar,19.0184,72.8436,Low,ARSON
Delhi,Saket,28.5206,77.2073,High,HOMICIDE
Jaipur,Mansarovar,26.8554,75.7705,Low,VANDALISM
Bangalore,Indiranagar,12.9716,77.6408,Low,VANDALISM
Kolkata,Behala,22.501,88.3141,Low,VEHICLE - STOLEN
Bangalore,Whitefield,12.9698,77.7499,High,COUNTERFEITING
Hyderabad,Begumpet,17.444,78.4637,Low,BURGLARY
Mumbai,Andheri,19.1197,72.8468,High,HOMICIDE
Bangalore,Whitefield,12.9698,77.7499,Medium,DRUG OFFENSE
Delhi,Rohini,28.7492,77.0574,Low,TRAFFIC VIOLATION
Delhi,Rohini,28.7492,77.0574,Medium,ILLEGAL POSSESSION
Bangalore,Whitefield,12.9698,77.7499,High,HOMICIDE
Delhi,Rohini,28.7492,77.0574,Medium,ILLEGAL POSSESSION
Lucknow,Alambagh,26.7923,80.8899,Medium,ROBBERY
Kolkata,Salt Lake,22.5867,88.417,Low,VANDALISM
Chennai,T. Nagar,13.042,80.2337,High,SEXUAL ASSAULT
Delhi,Dwarka,28.5921,77.046,Low,IDENTITY THEFT
Bangalore,Indiranagar,12.9716,77.6408,High,CYBERCRIME
Delhi,Dwarka,28.5921,77.046,High,SEXUAL ASSAULT
Mumbai,Bandra,19.0606,72.8366,Low,VEHICLE - STOLEN
Ahmedabad,Satellite,23.03,72.5171,Low,ARSON
Mumbai,Andheri,19.1197,72.8468,High,SEXUAL ASSAULT
Lucknow,Hazratganj,26.8508,80.9462,Low,PUBLIC INTOXICATION
Delhi,Saket,28.5206,77.2073,High,KIDNAPPING
Delhi,Saket,28.5206,77.2073,Medium,ILLEGAL POSSESSION
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,VEHICLE - STOLEN
Pune,Kalyani Nagar,18.5485,73.9028,Low,FRAUD
Hyderabad,Begumpet,17.444,78.4637,Low,FRAUD
Chennai,Velachery,12.9784,80.2209,High,CYBERCRIME
Jaipur,Malviya Nagar,26.8497,75.818,Low,BURGLARY
Bangalore,Koramangala,12.9352,77.6142,High,DOMESTIC VIOLENCE
Kolkata,Park Street,22.5531,88.3501,High,DOMESTIC VIOLENCE
Mumbai,Andheri,19.1197,72.8468,Low,SHOPLIFTING
Mumbai,Andheri,19.1197,72.8468,Medium,FIREARM OFFENSE
Delhi,Saket,28.5206,77.2073,Low,ARSON
Bangalore,Whitefield,12.9698,77.7499,Low,ARSON
Bangalore,Koramangala,12.9352,77.6142,Low,SHOPLIFTING
Ahmedabad,Satellite,23.03,72.5171,Medium,ROBBERY
Delhi,Saket,28.5206,77.2073,Low,DOMESTIC VIOLENCE
Bangalore,Koramangala,12.9352,77.6142,Medium,DRUG OFFENSE
Jaipur,Mansarovar,26.8554,75.7705,High,KIDNAPPING
Hyderabad,Begumpet,17.444,78.4637,Low,VANDALISM
Lucknow,Gomti Nagar,26.8467,81.0,Medium,DRUG OFFENSE
Hyderabad,Begumpet,17.444,78.4637,Medium,PUBLIC INTOXICATION
Jaipur,Malviya Nagar,26.8497,75.818,Low,FRAUD
Delhi,Saket,28.5206,77.2073,Low,DOMESTIC VIOLENCE
Ahmedabad,Satellite,23.03,72.5171,Low,ARSON
Delhi,Saket,28.5206,77.2073,High,HOMICIDE
Delhi,Saket,28.5206,77.2073,High,HOMICIDE
Hyderabad,Banjara Hills,17.4123,78.4296,High,SEXUAL ASSAULT
Ahmedabad,Satellite,23.03,72.5171,Low,IDENTITY THEFT
Mumbai,Bandra,19.0606,72.8366,Low,BURGLARY
Hyderabad,Banjara Hills,17.4123,78.4296,High,DOMESTIC VIOLENCE
Kolkata,Park Street,22.5531,88.3501,Low,ROBBERY
Delhi,Rohini,28.7492,77.0574,Low,HOMICIDE
Ahmedabad,Satellite,23.03,72.5171,Medium,ROBBERY
Mumbai,Andheri,19.1197,72.8468,Medium,PUBLIC INTOXICATION
Pune,Kasba Peth,18.5196,73.8574,Low,SHOPLIFTING
Delhi,Rohini,28.7492,77.0574,Medium,EXTORTION
Jaipur,Malviya Nagar,26.8497,75.818,Low,FRAUD
Bangalore,Koramangala,12.9352,77.6142,Low,IDENTITY THEFT
Jaipur,Mansarovar,26.8554,75.7705,High,SEXUAL ASSAULT
Hyderabad,Begumpet,17.444,78.4637,Low,BURGLARY
Pune,Viman Nagar,18.5679,73.9143,High,KIDNAPPING
Pune,Viman Nagar,18.5679,73.9143,Low,FRAUD
Delhi,Dwarka,28.5921,77.046,High,KIDNAPPING
Delhi,Saket,28.5206,77.2073,High,KIDNAPPING
Chennai,T. Nagar,13.042,80.2337,Low,TRAFFIC VIOLATION
Delhi,Saket,28.5206,77.2073,Medium,DOMESTIC VIOLENCE
Delhi,Saket,28.5206,77.2073,Low,VEHICLE - STOLEN
Mumbai,Bandra,19.0606,72.8366,Medium,DRUG OFFENSE
Ahmedabad,Navrangpura,23.0422,72.5551,Low,DOMESTIC VIOLENCE
Bangalore,Whitefield,12.9698,77.7499,Low,PUBLIC INTOXICATION
Pune,Budhwar Peth,18.5167,73.855,High,CYBERCRIME
Mumbai,Andheri,19.1197,72.8468,Low,TRAFFIC VIOLATION
Jaipur,Mansarovar,26.8554,75.7705,High,SHOPLIFTING
Delhi,Rohini,28.7492,77.0574,Low,TRAFFIC VIOLATION
Kolkata,Behala,22.501,88.3141,High,KIDNAPPING
Mumbai,Dadar,19.0184,72.8436,Medium,ILLEGAL POSSESSION
Bangalore,Koramangala,12.9352,77.6142,Low,TRAFFIC VIOLATION
Hyderabad,Begumpet,17.444,78.4637,Low,DOMESTIC VIOLENCE
Kolkata,Park Street,22.5531,88.3501,High,HOMICIDE
Delhi,Saket,28.5206,77.2073,Low,COUNTERFEITING
Bangalore,Whitefield,12.9698,77.7499,Low,TRAFFIC VIOLATION
Delhi,Saket,28.5206,77.2073,High,SEXUAL ASSAULT
Lucknow,Alambagh,26.7923,80.8899,Medium,DRUG OFFENSE
Chennai,T. Nagar,13.042,80.2337,Low,COUNTERFEITING
Bangalore,Koramangala,12.9352,77.6142,Low,CYBERCRIME
Bangalore,Whitefield,12.9698,77.7499,Low,COUNTERFEITING
Delhi,Saket,28.5206,77.2073,Medium,FIREARM OFFENSE
Lucknow,Hazratganj,26.8508,80.9462,Medium,EXTORTION
Mumbai,Bandra,19.0606,72.8366,High,SEXUAL ASSAULT
Mumbai,Andheri,19.1197,72.8468,Medium,ROBBERY
Delhi,Saket,28.5206,77.2073,Low,COUNTERFEITING
Jaipur,Malviya Nagar,26.8497,75.818,Medium,ASSAULT
Delhi,Dwarka,28.5921,77.046,Medium,ROBBERY
Kolkata,Park Street,22.5531,88.3501,Low,IDENTITY THEFT
Mumbai,Andheri,19.1197,72.8468,Low,VEHICLE - STOLEN
Mumbai,Bandra,19.0606,72.8366,Medium,PUBLIC INTOXICATION
Bangalore,Whitefield,12.9698,77.7499,High,DOMESTIC VIOLENCE
Jaipur,Malviya Nagar,26.8497,75.818,Low,IDENTITY THEFT
Ahmedabad,Satellite,23.03,72.5171,Low,FRAUD
Lucknow,Gomti Nagar,26.8467,81.0,Medium,FIREARM OFFENSE
Pune,Kondhwa,18.4575,73.8901,Medium,ASSAULT
Bangalore,Koramangala,12.9352,77.6142,High,KIDNAPPING
Delhi,Rohini,28.7492,77.0574,Low,COUNTERFEITING
Chennai,Velachery,12.9784,80.2209,Medium,ILLEGAL POSSESSION
Chennai,Adyar,13.0067,80.257,Medium,PUBLIC INTOXICATION
Delhi,Saket,28.5206,77.2073,Low,PUBLIC INTOXICATION
Delhi,Saket,28.5206,77.2073,Medium,EXTORTION
Bangalore,Indiranagar,12.9716,77.6408,High,COUNTERFEITING
Delhi,Rohini,28.7492,77.0574,Medium,ILLEGAL POSSESSION
Mumbai,Bandra,19.0606,72.8366,Medium,DRUG OFFENSE
Mumbai,Bandra,19.0606,72.8366,Low,DOMESTIC VIOLENCE
Pune,Kasba Peth,18.5196,73.8574,High,DOMESTIC VIOLENCE
Jaipur,Malviya Nagar,26.8497,75.818,High,HOMICIDE
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,BURGLARY
Delhi,Dwarka,28.5921,77.046,Medium,ROBBERY
Pune,Kalyani Nagar,18.5485,73.9028,High,SHOPLIFTING
Mumbai,Bandra,19.0606,72.8366,Medium,FIREARM OFFENSE
Bangalore,Whitefield,12.9698,77.7499,Medium,EXTORTION
Bangalore,Indiranagar,12.9716,77.6408,Medium,EXTORTION
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,ASSAULT
Hyderabad,Banjara Hills,17.4123,78.4296,Medium,FIREARM OFFENSE
Delhi,Rohini,28.7492,77.0574,Low,PUBLIC INTOXICATION
Delhi,Rohini,28.7492,77.0574,Low,CYBERCRIME
Pune,Kasba Peth,18.5196,73.8574,Low,TRAFFIC VIOLATION
Hyderabad,Gachibowli,17.4448,78.3498,Low,FRAUD
Bangalore,Koramangala,12.9352,77.6142,Medium,DRUG OFFENSE
Mumbai,Andheri,19.1197,72.8468,Low,FRAUD
Mumbai,Dadar,19.0184,72.8436,High,DOMESTIC VIOLENCE
Ahmedabad,Satellite,23.03,72.5171,Low,VEHICLE - STOLEN
Mumbai,Bandra,19.0606,72.8366,Low,VANDALISM
Mumbai,Dadar,19.0184,72.8436,High,SEXUAL ASSAULT
Bangalore,Koramangala,12.9352,77.6142,Low,VANDALISM
Ahmedabad,Maninagar,22.9921,72.6036,Medium,ILLEGAL POSSESSION
Pune,Kondhwa,18.4575,73.8901,Low,BURGLARY
Pune,Viman Nagar,18.5679,73.9143,Low,COUNTERFEITING
Delhi,Saket,28.5206,77.2073,Low,VANDALISM
Jaipur,Vaishali Nagar,26.9196,75.7395,Low,CYBERCRIME
Bangalore,Whitefield,12.9698,77.7499,Medium,ASSAULT
Kolkata,Behala,22.501,88.3141,Medium,ASSAULT
Mumbai,Dadar,19.0184,72.8436,Low,VEHICLE - STOLEN
Hyderabad,Begumpet,17.444,78.4637,High,HOMICIDE
Chennai,T. Nagar,13.042,80.2337,Medium,FIREARM OFFENSE
Kolkata,Park Street,22.5531,88.3501,High,HOMICIDE
Hyderabad,Begumpet,17.444,78.4637,Medium,ROBBERY
Delhi,Rohini,28.7492,77.0574,Low,COUNTERFEITING
Jaipur,Mansarovar,26.8554,75.7705,Low,BURGLARY
Delhi,Rohini,28.7492,77.0574,Low,TRAFFIC VIOLATION
Ahmedabad,Navrangpura,23.0422,72.5551,Low,BURGLARY
Lucknow,Gomti Nagar,26.8467,81.0,Medium,ILLEGAL POSSESSION
Pune,Kondhwa,18.4575,73.8901,Medium,ASSAULT
Mumbai,Bandra,19.0606,72.8366,Medium,PUBLIC INTOXICATION
